Constituency No.	Constituency Name	Candidate Name	Party	Votes Polled	Position	Win/Lose Margin
99	Rajasthan - Pushkar	NARAYAN NATH	Bahujan Samaj Party	1084	7	
99	Rajasthan - Pushkar	HANUMAN	Independent	753	8	
99	Rajasthan - Pushkar	BHANWARLAL SONI	Independent	424	9	
99	Rajasthan - Pushkar	MOHAMMAD NAFIS KHATRI	Independent	379	10	
99	Rajasthan - Pushkar	RIYAJ AHMAD	Aam Aadmi Party	253	11	
99	Rajasthan - Pushkar	ADVOCATE RANJEETA RAWAT	Akhil Bhartiya Aamjan Party	206	12	
100	Rajasthan - Ajmer North	VASUDEV DEVNANI	Bharatiya Janata Party	67881	1	8630
100	Rajasthan - Ajmer North	MAHENDRA SINGH RALAWATA	Indian National Congress	59251	2	8630
100	Rajasthan - Ajmer North	AMAD	Bahujan Samaj Party	1940	3	
100	Rajasthan - Ajmer North	None of the Above	None of the Above	1591	4	
100	Rajasthan - Ajmer North	SANDEEP TANWAR	Independent	430	5	
100	Rajasthan - Ajmer North	SHWETA SHARMA	Independent	396	6	
100	Rajasthan - Ajmer North	NEERAJ PAREEK	Bharatiya Rashtravadi Samanta Party	387	7	
100	Rajasthan - Ajmer North	TRIVENDRA KUMAR PATHAK	Bharat Vahini Party	345	8	
100	Rajasthan - Ajmer North	VIRENDRA SINGH	Aam Aadmi Party	253	9	
100	Rajasthan - Ajmer North	MANOJ SHARMA	National Future Party	155	10	
100	Rajasthan - Ajmer North	GHISU SINGH	Independent	117	11	
100	Rajasthan - Ajmer North	PEERDAN SINGH	Independent	105	12	
100	Rajasthan - Ajmer North	DURGADAS TULSIANI	Independent	96	13	
101	Rajasthan - Ajmer South	ANITA BHADEL	Bharatiya Janata Party	69064	1	5700
101	Rajasthan - Ajmer South	HEMANT BHATI	Indian National Congress	63364	2	5700
101	Rajasthan - Ajmer South	None of the Above	None of the Above	1779	3	
101	Rajasthan - Ajmer South	DR RAKESH SHIVASHIYA	Independent	1065	4	
101	Rajasthan - Ajmer South	GANPAT LAL	Bahujan Samaj Party	793	5	
101	Rajasthan - Ajmer South	VIJAY KUMAR	National Future Party	564	6	
101	Rajasthan - Ajmer South	AMIT LAHIRI	Bharatiya Yuva Shakti	358	7	
101	Rajasthan - Ajmer South	PANKAJ	Aam Aadmi Party	191	8	
101	Rajasthan - Ajmer South	ASHOK KUMAR NOGIYA	Republican Party of India (A)	135	9	
101	Rajasthan - Ajmer South	BEENA SUKRIYA	Bhartiya Public Labour Party	131	10	
101	Rajasthan - Ajmer South	JAGDISH BHAMBI	Bharatiya Rashtravadi Samanta Party	129	11	
101	Rajasthan - Ajmer South	PRAMENDRA CHOUHAN	Shiv Sena	110	12	
102	Rajasthan - Nasirabad	RAMSWAROOP LAMBA	Bharatiya Janata Party	89409	1	16684
102	Rajasthan - Nasirabad	RAMNARAIN	Indian National Congress	72725	2	16684
102	Rajasthan - Nasirabad	None of the Above	None of the Above	1513	3	
102	Rajasthan - Nasirabad	MO. ILIYAS	Bahujan Samaj Party	1250	4	
102	Rajasthan - Nasirabad	SHAKIL	Independent	1038	5	
102	Rajasthan - Nasirabad	SHABUDIN	Independent	1025	6	
102	Rajasthan - Nasirabad	ADITYA CHOUDHARY	Abhinav Rajasthan Party	738	7	
102	Rajasthan - Nasirabad	DINESH KUMAR SHARMA	Independent	477	8	
102	Rajasthan - Nasirabad	PRAMOD KUMAR	Independent	347	9	
102	Rajasthan - Nasirabad	JITENDRA SINGH	Independent	316	10	
102	Rajasthan - Nasirabad	AMIT BIDAWAT	Independent	306	11	
102	Rajasthan - Nasirabad	NASIM	Independent	184	12	
102	Rajasthan - Nasirabad	GAJENDRA SIROYA	Aam Aadmi Party	167	13	
102	Rajasthan - Nasirabad	DILEEP	Independent	157	14	
103	Rajasthan - Beawar	SHANKAR SINGH RAWAT	Bharatiya Janata Party	69932	1	4502
103	Rajasthan - Beawar	PARASMAL JAIN	Indian National Congress	65430	2	4502
103	Rajasthan - Beawar	DEVENDRA SINGH CHOUHAN	Independent	18674	3	
103	Rajasthan - Beawar	ABHISHEK SINGH	Independent	2828	4	
103	Rajasthan - Beawar	None of the Above	None of the Above	2114	5	
103	Rajasthan - Beawar	DHANNARAM KHORWAL	Bahujan Samaj Party	1443	6	
103	Rajasthan - Beawar	MANJEET SINGH	Aam Aadmi Party	1114	7	
103	Rajasthan - Beawar	VIJAY KUMAR KUMAWAT	Independent	742	8	
103	Rajasthan - Beawar	SURENDRA KUMAR	Independent	703	9	
103	Rajasthan - Beawar	PRAKASH PARIHAR	Independent	462	10	
103	Rajasthan - Beawar	GOPAL SINGH CHOUHAN	Independent	458	11	
103	Rajasthan - Beawar	RAHUL RAWAT	Nationalist People's Front	387	12	
103	Rajasthan - Beawar	MISHRI KATHAT	Indian Peoples Green Party	306	13	
104	Rajasthan - Masuda	RAKESH PAREEK	Indian National Congress	86008	1	3374
104	Rajasthan - Masuda	SUSHIL KANWAR	Bharatiya Janata Party	82634	2	3374
104	Rajasthan - Masuda	HAZI KAYUM KHAN	Rashtriya Loktantrik Party	6983	3	
104	Rajasthan - Masuda	DURGA LAL	Bahujan Samaj Party	4173	4	
104	Rajasthan - Masuda	None of the Above	None of the Above	1752	5	
104	Rajasthan - Masuda	RAKESH PAREEK	Independent	967	6	
104	Rajasthan - Masuda	MAHAVEER PRASAD	Independent	792	7	
104	Rajasthan - Masuda	MO. YAKUB	Aam Aadmi Party	608	8	
104	Rajasthan - Masuda	SHIVRAM SINGH	Rajasthan Janta Party	574	9	
104	Rajasthan - Masuda	AJAMAL KATHAT	Independent	400	10	
105	Rajasthan - Kekri	RAGHU SHARMA	Indian National Congress	95795	1	19461
105	Rajasthan - Kekri	RAJENDRA VINAYAKA	Bharatiya Janata Party	76334	2	19461
105	Rajasthan - Kekri	DEVKARAN SINGH KHAROL	Bahujan Samaj Party	1903	3	
105	Rajasthan - Kekri	None of the Above	None of the Above	1763	4	
105	Rajasthan - Kekri	SURENDAR SINGH RANAWAT	Independent	1143	5	
105	Rajasthan - Kekri	RAJESH SAINI	Independent	1041	6	
105	Rajasthan - Kekri	ABDUL RAJJAK	Aam Aadmi Party	929	7	
105	Rajasthan - Kekri	JAGDISH PILANIYA	Independent	343	8	
105	Rajasthan - Kekri	KAILASH OJHA	Independent	261	9	
105	Rajasthan - Kekri	BALURAM JAT	Bahujan Sangharshh Dal	224	10	
105	Rajasthan - Kekri	ASHOK SINGH RAO	Bharatiya Yuva Shakti	197	11	
106	Rajasthan - Ladnun	MUKESH KUMAR BHAKAR	Indian National Congress	65041	1	12947
106	Rajasthan - Ladnun	MANOHAR SINGH	Bharatiya Janata Party	52094	2	12947
106	Rajasthan - Ladnun	JAGANNATH BURDAK	Rashtriya Loktantrik Party	20063	3	
106	Rajasthan - Ladnun	OMPRAKASH BAGRA	Independent	7568	4	
106	Rajasthan - Ladnun	TSLEEM AAREF	Independent	6777	5	
106	Rajasthan - Ladnun	NARENDRA SINGH	Bahujan Samaj Party	3876	6	
106	Rajasthan - Ladnun	SAGAR MAL NAHATA	Independent	2696	7	
106	Rajasthan - Ladnun	None of the Above	None of the Above	1356	8	
106	Rajasthan - Ladnun	SUDHIR PAREEK	Independent	1237	9	
106	Rajasthan - Ladnun	MAHESH PRAKASH SANKHALA	Independent	1016	10	
106	Rajasthan - Ladnun	PUSHPA KANWAR	Aam Aadmi Party	847	11	
106	Rajasthan - Ladnun	BALMIK	Bharatiya Yuva Shakti	845	12	
106	Rajasthan - Ladnun	JIWAN MAL GURJAR	Independent	705	13	
106	Rajasthan - Ladnun	UMED KHAN	Independent	658	14	
106	Rajasthan - Ladnun	KALURAM	Independent	374	15	
106	Rajasthan - Ladnun	MAHAVEER PRASAD PAREEK	Abhinav Rajasthan Party	326	16	
107	Rajasthan - Deedwana	CHETAN SINGH CHOUDHARY	Indian National Congress	92981	1	40602
107	Rajasthan - Deedwana	JITENDRA SINGH	Bharatiya Janata Party	52379	2	40602
107	Rajasthan - Deedwana	HAKEEM KHAN	Aam Aadmi Party	7177	3	
107	Rajasthan - Deedwana	RAJU RAM	Independent	3339	4	
107	Rajasthan - Deedwana	MANGEJ SINGH	Independent	3101	5	
107	Rajasthan - Deedwana	GANESHA RAM	Bahujan Samaj Party	2748	6	
107	Rajasthan - Deedwana	None of the Above	None of the Above	1506	7	
107	Rajasthan - Deedwana	SHER SINGH	Independent	1499	8	
107	Rajasthan - Deedwana	LAXMINIWAS	Dalit Soshit Pichhara Varg Adhikar Dal	984	9	
107	Rajasthan - Deedwana	GOPAL RAM	Independent	297	10	
108	Rajasthan - Jayal	MANJU DEVI	Indian National Congress	68415	1	18604
108	Rajasthan - Jayal	ANIL	Rashtriya Loktantrik Party	49811	2	18604
108	Rajasthan - Jayal	DR. MANJU BAGHMAR	Bharatiya Janata Party	32261	3	
108	Rajasthan - Jayal	ANNU DEVI	National Unionist Zamindara Party	4675	4	
108	Rajasthan - Jayal	None of the Above	None of the Above	2401	5	
108	Rajasthan - Jayal	JITENDRA	Bharatiya Yuva Shakti	2232	6	
108	Rajasthan - Jayal	MEGARAM	Independent	985	7	
108	Rajasthan - Jayal	SOHANA RAM RATHI	Independent	825	8	
108	Rajasthan - Jayal	PREMRAJ	Bahujan Sangharshh Dal	643	9	
109	Rajasthan - NAGAUR	MOHAN RAM CHOUDHARY	Bharatiya Janata Party	86315	1	13008
109	Rajasthan - NAGAUR	HABIBUR REHMAN ASHRAFI LAMBA	Indian National Congress	73307	2	13008
109	Rajasthan - NAGAUR	SAMSHER KHAN	Rashtriya Loktantrik Party	5372	3	
109	Rajasthan - NAGAUR	BAJRANG RAM	Bahujan Samaj Party	2158	4	
109	Rajasthan - NAGAUR	NARENDRA	Independent	2089	5	
109	Rajasthan - NAGAUR	GOUTAM NAYAK	Dalit Kranti Dal	1613	6	
109	Rajasthan - NAGAUR	None of the Above	None of the Above	1453	7	
109	Rajasthan - NAGAUR	BHANWARLAL	Independent	1263	8	
109	Rajasthan - NAGAUR	JITENDRA	Independent	587	9	
109	Rajasthan - NAGAUR	REWANT RAM	Abhinav Rajasthan Party	416	10	
109	Rajasthan - NAGAUR	GOVINDLAL	Independent	353	11	
109	Rajasthan - NAGAUR	SIYARAM	Bahujan Sangharshh Dal	276	12	
109	Rajasthan - NAGAUR	SANTOSH SONI	Shiv Sena	274	13	
109	Rajasthan - NAGAUR	CHHOTURAM	Sarvadharam Party (Madhya Pradesh)	272	14	
109	Rajasthan - NAGAUR	ROOPSINGH	Janata Dal (United)	173	15	
109	Rajasthan - NAGAUR	RAMPRASAD KHATEEK	Indian Peoples Green Party	171	16	
110	Rajasthan - Khinwsar	HANUMAN BENIWAL	Rashtriya Loktantrik Party	83096	1	16948
110	Rajasthan - Khinwsar	SAVAI SINGH CHAUDHARY	Indian National Congress	66148	2	16948
110	Rajasthan - Khinwsar	RAMCHANDRA UTTA	Bharatiya Janata Party	26809	3	
110	Rajasthan - Khinwsar	None of the Above	None of the Above	2344	4	
110	Rajasthan - Khinwsar	DR. ANITA	Independent	2279	5	
110	Rajasthan - Khinwsar	INDARAM	Bahujan Sangharshh Dal	2230	6	
110	Rajasthan - Khinwsar	KISHAN LAL DADHICH	Independent	1262	7	
110	Rajasthan - Khinwsar	RAMPAL MEGHWANSHI	Bahujan Samaj Party	1181	8	
110	Rajasthan - Khinwsar	REKHA BERA	Independent	769	9	
111	Rajasthan - Merta	INDIRA DEVI	Rashtriya Loktantrik Party	57662	1	12835
111	Rajasthan - Merta	LAXMAN RAM MEGHWAL	Independent	44827	2	12835
111	Rajasthan - Merta	BHANWRARAM RITHADIYA	Bharatiya Janata Party	41860	3	
111	Rajasthan - Merta	SONU CHITARA CHOUDHARY	Indian National Congress	24018	4	
111	Rajasthan - Merta	JAGDISH KUMAR NAYAK	Aam Aadmi Party	3180	5	
111	Rajasthan - Merta	None of the Above	None of the Above	2970	6	
111	Rajasthan - Merta	TARACHAND	Bahujan Samaj Party	1557	7	
111	Rajasthan - Merta	RAMOO RAM	Bharat Vahini Party	1143	8	
111	Rajasthan - Merta	KAPIL DEV	Abhinav Rajasthan Party	1059	9	
111	Rajasthan - Merta	BHIKHA RAM	Lok Jan Shakti Party	995	10	
111	Rajasthan - Merta	OM PRAKASH	Indian Peoples Green Party	821	11	
112	Rajasthan - Degana	VIJAYPAL MIRDHA	Indian National Congress	75362	1	21538
112	Rajasthan - Degana	AJAY SINGH KILAK	Bharatiya Janata Party	53824	2	21538
112	Rajasthan - Degana	MANGILAL KALA	Independent	17173	3	
112	Rajasthan - Degana	MOHAN SINGH SAANJU	Independent	13205	4	
112	Rajasthan - Degana	BAJRANG SINGH	Independent	3476	5	
112	Rajasthan - Degana	None of the Above	None of the Above	2495	6	
112	Rajasthan - Degana	SHIV DESWAL	Bahujan Samaj Party	2472	7	
112	Rajasthan - Degana	BHANWAR LAL	Communist Party of India	1940	8	
112	Rajasthan - Degana	RANVEERSINGH	Janata Dal (United)	1737	9	
112	Rajasthan - Degana	DEVARAM THOLIYA	Abhinav Rajasthan Party	1161	10	
112	Rajasthan - Degana	MANJU DEVI SONI	Anjuman Party	305	11	
113	Rajasthan - Makrana	ROOPA RAM	Bharatiya Janata Party	87201	1	1488
113	Rajasthan - Makrana	JAKIR HUSSAIN GESAWAT	Indian National Congress	85713	2	1488
113	Rajasthan - Makrana	GANGARAM	Independent	2588	3	
113	Rajasthan - Makrana	NARAYAN RAM	Communist Party of India (Marxist)	2126	4	
113	Rajasthan - Makrana	None of the Above	None of the Above	1550	5	
113	Rajasthan - Makrana	ABDUL AZIZ	Bahujan Samaj Party	1183	6	
113	Rajasthan - Makrana	SAROJ KANWAR	Independent	1177	7	
113	Rajasthan - Makrana	MANNWAR ALI	Independent	1108	8	
113	Rajasthan - Makrana	PRADEEP KUMAR	Shiv Sena	1023	9	
113	Rajasthan - Makrana	SHAKTI DAN SINGH	Independent	754	10	
113	Rajasthan - Makrana	DEEPARAM	Independent	477	11	
113	Rajasthan - Makrana	LAXMAN RAM	Abhinav Rajasthan Party	467	12	
113	Rajasthan - Makrana	SAYIDA NAZNEEN	Aam Aadmi Party	202	13	
113	Rajasthan - Makrana	JAGDISH SINGH	Independent	194	14	
113	Rajasthan - Makrana	JAGDEESH PRASHAD	Independent	164	15	
114	Rajasthan - Parbatsar	RAMNIWAS GAWRIYA	Indian National Congress	76373	1	14485
114	Rajasthan - Parbatsar	MAN SINGH KINSARIYA	Bharatiya Janata Party	61888	2	14485
114	Rajasthan - Parbatsar	RAKESH MEGHWAL	Independent	26006	3	
114	Rajasthan - Parbatsar	None of the Above	None of the Above	2485	4	
114	Rajasthan - Parbatsar	SHIVNARAYAN	Bahujan Samaj Party	1289	5	
114	Rajasthan - Parbatsar	GANPAT RAM	Independent	1067	6	
114	Rajasthan - Parbatsar	PEERDAN SINGH	Independent	746	7	
114	Rajasthan - Parbatsar	KAILASH GODARA	Indian Peoples Green Party	313	8	
114	Rajasthan - Parbatsar	KISHANLAL	Janata Dal (United)	281	9	
114	Rajasthan - Parbatsar	PREMARAM BADARDA	Hindustan Shakti Sena	175	10	
115	Rajasthan - Nawan	MAHENDRA CHOUDHARY	Indian National Congress	72168	1	2256
115	Rajasthan - Nawan	VIJAY SINGH	Bharatiya Janata Party	69912	2	2256
115	Rajasthan - Nawan	SHIMBHUDAYAL	Independent	12218	3	
115	Rajasthan - Nawan	KANARAM	Communist Party of India (Marxist)	6717	4	
115	Rajasthan - Nawan	GOVIND RAM	Independent	5424	5	
115	Rajasthan - Nawan	PRAMOD KUMAR	Bahujan Samaj Party	3029	6	
115	Rajasthan - Nawan	None of the Above	None of the Above	2077	7	
115	Rajasthan - Nawan	HEM RAJ	Aam Aadmi Party	1233	8	
115	Rajasthan - Nawan	GOPAL	Independent	896	9	
115	Rajasthan - Nawan	ANITA	Bharatiya Yuva Shakti	728	10	
115	Rajasthan - Nawan	KAILASH CHANDRA VERMA	Independent	645	11	
115	Rajasthan - Nawan	PURNMAL	Bahujan Sangharshh Dal	530	12	
115	Rajasthan - Nawan	BHANWAR LAL BABEL	Bharat Vahini Party	203	13	
116	Rajasthan - Jaitaran	AVINASH	Bharatiya Janata Party	65607	1	12188
116	Rajasthan - Jaitaran	DILIP CHOUDHARY	Indian National Congress	53419	2	12188
116	Rajasthan - Jaitaran	KRISHAN SINGH GURJAR	Independent	19112	3	
116	Rajasthan - Jaitaran	SURENDRA GOYAL	Independent	17684	4	
116	Rajasthan - Jaitaran	MUKUT SINGH	Independent	11198	5	
116	Rajasthan - Jaitaran	PUKH RAJ	Dalit Kranti Dal	10203	6	
116	Rajasthan - Jaitaran	RAJESH KUMAR KUMAWAT	Independent	5931	7	
116	Rajasthan - Jaitaran	VISHNU KUMAR DADHICH	Independent	1774	8	
116	Rajasthan - Jaitaran	SHANKAR LAL	Bahujan Samaj Party	1391	9	
116	Rajasthan - Jaitaran	MANISH KUMAR CHOUDHARY	Independent	1313	10	
116	Rajasthan - Jaitaran	SHANKAR LAL	Independent	1265	11	
116	Rajasthan - Jaitaran	MOHAN SINGH	Hindustan Shakti Sena	966	12	
116	Rajasthan - Jaitaran	KALURAM	Independent	966	13	
116	Rajasthan - Jaitaran	HARISH CHAND	Hind Congress Party	850	14	
116	Rajasthan - Jaitaran	None of the Above	None of the Above	809	15	
116	Rajasthan - Jaitaran	BHAGWATI SINGH	Bharat Vahini Party	753	16	
116	Rajasthan - Jaitaran	SUVA LAL	Independent	533	17	
116	Rajasthan - Jaitaran	GOPAL SINGH	Abhinav Rajasthan Party	490	18	
116	Rajasthan - Jaitaran	DHARAM CHAND	Independent	463	19	
116	Rajasthan - Jaitaran	BHAGIRATH	Aam Aadmi Party	281	20	
116	Rajasthan - Jaitaran	LADUSINGH	Bharatiya Yuva Shakti	265	21	
117	Rajasthan - Sojat	SHOBHA CHAUHAN	Bharatiya Janata Party	80645	1	32398
117	Rajasthan - Sojat	SHOBHA SOLANKI	Indian National Congress	48247	2	32398
117	Rajasthan - Sojat	DILEEP KUMAR	Abhinav Rajasthan Party	3616	3	
117	Rajasthan - Sojat	KANHAIYALAL PARIHAR	Bahujan Samaj Party	3196	4	
117	Rajasthan - Sojat	MANAK RAM SOLANKI	Rashtriya Loktantrik Party	2638	5	
117	Rajasthan - Sojat	RAMESHWAR CHOUHAN	Independent	2203	6	
117	Rajasthan - Sojat	RAJESH KUMAR	Independent	1965	7	
117	Rajasthan - Sojat	MANJU DEVI	Independent	1422	8	
117	Rajasthan - Sojat	None of the Above	None of the Above	1387	9	
117	Rajasthan - Sojat	AMBALAL	Bharat Vahini Party	859	10	
117	Rajasthan - Sojat	BUDDHARAM	Independent	604	11	
117	Rajasthan - Sojat	KAMAL KUMAR	Independent	451	12	
117	Rajasthan - Sojat	JAGDISH	Indian Peoples Green Party	367	13	
117	Rajasthan - Sojat	JEETARAM	Independent	322	14	
117	Rajasthan - Sojat	DR. RAMLAL MOHBARSHA	Indian Indira Congress (R)	312	15	
117	Rajasthan - Sojat	KISHOR MEGHWAL	Independent	263	16	
117	Rajasthan - Sojat	ANNRAJ BHATI	Independent	173	17	
118	Rajasthan - Pali	GYANCHAND PARAKH	Bharatiya Janata Party	75480	1	19386
118	Rajasthan - Pali	BHEEMRAJ BHATI	Independent	56094	2	19386
118	Rajasthan - Pali	MAHAVEER SINGH SUKARLAI	Indian National Congress	33143	3	
118	Rajasthan - Pali	None of the Above	None of the Above	2026	4	
118	Rajasthan - Pali	VISHAL	Independent	1938	5	
118	Rajasthan - Pali	RAMESHWAR LAL	Bahujan Samaj Party	1141	6	
118	Rajasthan - Pali	JAGDISH	Bhartiya Panchyat Party	964	7	
118	Rajasthan - Pali	N. K. RAJA	Aam Aadmi Party	630	8	
118	Rajasthan - Pali	SUBHASH GARG	Independent	549	9	
118	Rajasthan - Pali	MOHAMMED ALI	Dalit Kranti Dal	383	10	
119	Rajasthan - Marwar junction	KHUSHVEER SINGH	Independent	58921	1	251
119	Rajasthan - Marwar junction	KESARAM CHOUDHARY	Bharatiya Janata Party	58670	2	251
119	Rajasthan - Marwar junction	JASARAM RATHORE	Indian National Congress	21037	3	
119	Rajasthan - Marwar junction	DR. RAMHARI MEENA	Bahujan Samaj Party	10242	4	
119	Rajasthan - Marwar junction	LAXMINARAYAN DAVE	Independent	7946	5	
119	Rajasthan - Marwar junction	None of the Above	None of the Above	2719	6	
119	Rajasthan - Marwar junction	AMARSINGH	Shiv Sena	1103	7	
119	Rajasthan - Marwar junction	GAVARI	Independent	984	8	
119	Rajasthan - Marwar junction	DUNGARAM	Independent	881	9	
119	Rajasthan - Marwar junction	KESA RAM	Independent	853	10	
119	Rajasthan - Marwar junction	GANPAT SINGH RAJPUROHIT	AARAKSHAN VIRODHI PARTY	424	11	
119	Rajasthan - Marwar junction	DEVARAM	Abhinav Rajasthan Party	389	12	
119	Rajasthan - Marwar junction	DEEPAK JAIN	Aam Aadmi Party	354	13	
120	Rajasthan - Bali	PUSHPENDRA SINGH	Bharatiya Janata Party	96238	1	28187
120	Rajasthan - Bali	UMMED SINGH	Nationalist Congress Party	68051	2	28187
120	Rajasthan - Bali	RAJUGIRI JI	Bharat Vahini Party	5616	3	
120	Rajasthan - Bali	INDU CHOUDHARY	Independent	5414	4	
120	Rajasthan - Bali	None of the Above	None of the Above	5334	5	
120	Rajasthan - Bali	SHAILESH KUMAR MOUSALPURIYA	Independent	3479	6	
120	Rajasthan - Bali	JAIPAL SINGH	Independent	3270	7	
120	Rajasthan - Bali	MAHENDRA KUMAR	Abhinav Rajasthan Party	2920	8	
120	Rajasthan - Bali	DANARAM MEENA	Bahujan Samaj Party	2796	9	
120	Rajasthan - Bali	SURENDRA SINGH	Independent	1723	10	
120	Rajasthan - Bali	KHARTARAM	Independent	783	11	
120	Rajasthan - Bali	HARIRAM	Rashtriya Samaj Paksha	775	12	
121	Rajasthan - Sumerpur	JORARAM KUMAWAT	Bharatiya Janata Party	96617	1	32932
121	Rajasthan - Sumerpur	RANJU RAMAWAT	Indian National Congress	63685	2	32932
121	Rajasthan - Sumerpur	NONJI	Independent	2766	3	
121	Rajasthan - Sumerpur	SURENDRA PARMAR	Bahujan Samaj Party	2178	4	
121	Rajasthan - Sumerpur	BHANWAR SINGH JODHA	Independent	1797	5	
121	Rajasthan - Sumerpur	HEMRAJ MALI	Janata Dal (United)	1319	6	
121	Rajasthan - Sumerpur	SOHAN SINGH	Independent	1004	7	
121	Rajasthan - Sumerpur	SANTOSH	Shiv Sena	722	8	
121	Rajasthan - Sumerpur	None of the Above	None of the Above	613	9	
121	Rajasthan - Sumerpur	SOHANSINGH	Proutist Sarva Samaj	493	10	
121	Rajasthan - Sumerpur	TEJ SINGH	Rashtriya Samaj Paksha	473	11	
121	Rajasthan - Sumerpur	JABBAR SINGH	Aam Aadmi Party	469	12	
121	Rajasthan - Sumerpur	VIKRAM	All India Hindustan Congress Party	449	13	
121	Rajasthan - Sumerpur	RUPESH KUMAR	Bahujan Mukti Party	308	14	
121	Rajasthan - Sumerpur	SHANKARSINGH	Bharat Vahini Party	276	15	
121	Rajasthan - Sumerpur	IMRAN	Dalit Kranti Dal	225	16	
121	Rajasthan - Sumerpur	KISHOR KUMAR	Naya Bharat Party	189	17	
121	Rajasthan - Sumerpur	KAPURA RAM	Bharatiya Yuva Shakti	166	18	
121	Rajasthan - Sumerpur	GANPATSINGH RAJPUROHIT	AARAKSHAN VIRODHI PARTY	104	19	
122	Rajasthan - Phalodi	PABBA RAM	Bharatiya Janata Party	60735	1	8737
122	Rajasthan - Phalodi	MAHESH KUMAR	Indian National Congress	51998	2	8737
122	Rajasthan - Phalodi	KUMBH SINGH	Independent	48306	3	
122	Rajasthan - Phalodi	KISHANA RAM URF KISHAN MEGHWAL	Communist Party of India (Marxist)	4318	4	
122	Rajasthan - Phalodi	None of the Above	None of the Above	2598	5	
122	Rajasthan - Phalodi	RAMESH CHAND SAHU	Aam Aadmi Party	2037	6	
122	Rajasthan - Phalodi	KAMLA	Bahujan Samaj Party	1978	7	
122	Rajasthan - Phalodi	GOPAL URF GOPALRAM	Independent	1906	8	
122	Rajasthan - Phalodi	SUBODH URF S. L. VYAS	Independent	1180	9	
123	Rajasthan - Lohawat	KISANA RAM VISHNOI	Indian National Congress	106084	1	40876
123	Rajasthan - Lohawat	GAJENDRA SINGH	Bharatiya Janata Party	65208	2	40876
123	Rajasthan - Lohawat	DR. MAGHARAM MEGHWAL	Independent	5206	3	
123	Rajasthan - Lohawat	None of the Above	None of the Above	3574	4	
123	Rajasthan - Lohawat	HARI RAM	Bahujan Samaj Party	1646	5	
123	Rajasthan - Lohawat	KEWALRAM	Independent	863	6	
123	Rajasthan - Lohawat	INDRA SINGH	Abhinav Rajasthan Party	529	7	
123	Rajasthan - Lohawat	OMARAM	Independent	351	8	
123	Rajasthan - Lohawat	NATHU RAM	Aam Aadmi Party	267	9	
124	Rajasthan - Shergarh	MEENA KANWAR	Indian National Congress	99916	1	24696
124	Rajasthan - Shergarh	BABU SINGH RATHORE	Bharatiya Janata Party	75220	2	24696
124	Rajasthan - Shergarh	TAGA RAM BHILL	Rashtriya Loktantrik Party	11187	3	
124	Rajasthan - Shergarh	None of the Above	None of the Above	3506	4	
124	Rajasthan - Shergarh	PURAN PRAKASH	Independent	2855	5	
124	Rajasthan - Shergarh	SHIVA RAM	Bahujan Samaj Party	1853	6	
124	Rajasthan - Shergarh	KHEM SINGH	Independent	917	7	
124	Rajasthan - Shergarh	RAJA RAM	Bharatiya Yuva Shakti	788	8	
124	Rajasthan - Shergarh	TEJPRAKASH SINGH RAWAL	Abhinav Rajasthan Party	615	9	
124	Rajasthan - Shergarh	JABARA RAM	Dalit Kranti Dal	462	10	
125	Rajasthan - Osian	DIVYA MADERNA	Indian National Congress	83629	1	27590
125	Rajasthan - Osian	BHERA RAM CHOUDHARY	Bharatiya Janata Party	56039	2	27590
125	Rajasthan - Osian	MAHENDRASINGH BHATI	Independent	37746	3	
125	Rajasthan - Osian	JYOTIKA	Bahujan Samaj Party	3054	4	
125	Rajasthan - Osian	VISHEK VISHNOI	Independent	2312	5	
125	Rajasthan - Osian	None of the Above	None of the Above	1862	6	
126	Rajasthan - Bhopalgarh	PUKHRAJ	Rashtriya Loktantrik Party	68386	1	4962
126	Rajasthan - Bhopalgarh	BHANWARLAL BALAI	Indian National Congress	63424	2	4962
126	Rajasthan - Bhopalgarh	KAMSA	Bharatiya Janata Party	45802	3	
126	Rajasthan - Bhopalgarh	GUMANRAM	Abhinav Rajasthan Party	5560	4	
126	Rajasthan - Bhopalgarh	None of the Above	None of the Above	2632	5	
126	Rajasthan - Bhopalgarh	SETHARAM	Independent	2285	6	
126	Rajasthan - Bhopalgarh	RAMSUKH	Bahujan Samaj Party	2281	7	
126	Rajasthan - Bhopalgarh	RAMPAL PARIHAR	Independent	1088	8	
127	Rajasthan - Sardarpura	ASHOK GEHLOT	Indian National Congress	97081	1	45597
127	Rajasthan - Sardarpura	SHAMBHU SINGH	Bharatiya Janata Party	51484	2	45597
127	Rajasthan - Sardarpura	SHYAM LAL	Bahujan Samaj Party	927	3	
127	Rajasthan - Sardarpura	SHAHNAJ BANO	Independent	911	4	
127	Rajasthan - Sardarpura	None of the Above	None of the Above	753	5	
127	Rajasthan - Sardarpura	SEMBHU RAM	Independent	622	6	
127	Rajasthan - Sardarpura	MUKESH JANGID	Aam Aadmi Party	271	7	
127	Rajasthan - Sardarpura	LUNARAM	Independent	231	8	
127	Rajasthan - Sardarpura	BALDEV	Independent	160	9	
127	Rajasthan - Sardarpura	GIRDHARI	Nationalist People's Front	156	10	
127	Rajasthan - Sardarpura	KHERUN SOLANKI	Independent	137	11	
127	Rajasthan - Sardarpura	BHANWAR SINGH	Bharat Vahini Party	132	12	
